designation,ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,wx,wy,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,satnum,ra_pm,dec_pm,sigra_pm,sigdec_pm,sigradec_pm,pmra,sigpmra,pmdec,sigpmdec,w1rchi2_pm,w2rchi2_pm,w3rchi2_pm,w4rchi2_pm,rchi2_pm,pmcode,cc_flags,ext_flg,var_flg,ph_qual,det_bit,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,w1cov,w2cov,w3cov,w4cov,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,Sel1,Sel2,Sel3,Sel4,Sel5
J184101.76+080602.2,280.2573646,8.1006199,0.0471,0.0455,-0.0058,38.987252,5.9843705,281.8836131,31.1177421,3138.188,3431.949,12.049,0.025,44.3,3.67E+00,12.159,0.026,41.3,1.18E+00,11.846,0.275,4,1.14E+00,8.769,null,0.8,1.19E+00,2.02E+00,1,0,0,0,0,0,0,280.2573636,8.1006251,0.051,0.05,-0.0139,-51,56,299,58,3.61E+00,1.20E+00,1.14E+00,1.19E+00,2.00E+00,1N000,0,1,10nn,AABU,7,11,28,28,28,28,0,13,1,13,29.516,29.985,15.099,15.953,1059002790,0.496,25.7,1,13.328,0.045,12.611,0.041,12.418,0.04,2.227,2.647,-1.639,-3.027,-1.987
J184054.06+080327.9,280.2252822,8.0577525,0.0489,0.0479,-0.0042,38.9344064,5.9935527,281.8425102,31.0776446,3221.469,3319.803,12.201,0.025,42.8,3.04E+00,12.245,0.027,40.7,1.35E+00,12.261,null,0.9,9.69E-01,8.464,null,1.7,1.22E+00,1.80E+00,1,0,0,0,0,0,0,280.225278,8.0577542,0.0514,0.05,-0.0087,-166,56,50,57,3.03E+00,1.35E+00,9.69E-01,1.22E+00,1.80E+00,1N000,0,1,11nn,AAUU,3,11,29,29,29,29,0,16,0,16,28.891,29.786,15.998,15.93,1059002427,0.359,-45.8,1,12.772,0.026,12.33,0.027,12.312,0.033,2.645714286,2.416,-1.8563,-2.883,-2.316
J184142.82+081405.2,280.4284411,8.2347809,0.1675,0.2289,-0.06,39.1841397,5.8931245,282.0939403,31.2372995,2694.538,3782.846,14.356,0.068,16.1,2.23E+00,14.752,0.11,9.9,1.15E+00,12.491,null,-2.8,9.28E-01,9.118,null,0,1.02E+00,1.45E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,nnnn,ABUU,3,11,30,30,18,30,0,15,0,16,29.598,29.618,16.011,15.917,965990388,2.002,-11.9,1,14.921,0.067,14.451,0.069,14.422,0.101,-0.354571429,-0.464,-2.2781,-3.022,-0.039
J184050.03+081444.8,280.2084889,8.2457824,0.0558,0.0532,-0.0095,39.0959566,6.0926608,281.8412693,31.266405,3264.43,3812.12,12.58,0.026,41.8,1.75E+00,12.784,0.033,32.5,1.20E+00,12.088,null,1.4,8.68E-01,9.016,null,-1,8.48E-01,1.27E+00,1,0,0,0,0,0,0,280.2084874,8.2457857,0.0569,0.054,-0.0099,-83,64,101,65,1.75E+00,1.20E+00,8.68E-01,8.48E-01,1.26E+00,1N000,0o00,0,00nn,AAUU,3,11,29,29,28,28,0,15,0,15,28.768,29.442,14.966,14.769,1059004034,0.071,-94.1,1,13.565,0.024,12.887,0.028,12.676,0.019,3.789857143,1.752,-1.6925,-3.048,-1.604
J184058.23+080549.9,280.2426426,8.0972079,0.0426,0.0403,0.0036,38.977617,5.9958707,281.8663172,31.1155468,3176.356,3423.054,11.023,0.024,45.8,3.16E+00,11.156,0.023,47.9,1.59E+00,11.141,0.145,7.5,9.63E-01,9.057,null,-0.1,9.39E-01,1.90E+00,1,0,0,0,0,0,0,280.2426442,8.0972111,0.0443,0.0439,-0.0018,68,44,121,45,3.13E+00,1.59E+00,9.62E-01,9.39E-01,1.89E+00,1N000,0,1,01nn,AABU,7,11,29,29,29,29,5,14,0,14,29.363,29.543,14.971,15.209,1059002759,0.166,-145.2,1,12.436,0.027,11.441,0.026,11.196,0.026,2.959285714,2.903,-1.0254,-2.9585,-2.285
J184114.16+080928.1,280.3090278,8.1578332,0.0515,0.0511,-0.0071,39.0617237,5.9642924,281.9487102,31.1705149,3004.14,3581.615,12.372,0.026,41.7,2.50E+01,12.498,0.03,36.1,7.50E+00,12.503,0.502,2.2,9.23E-01,8.738,null,1,1.03E+00,1.12E+01,1,0,0,0,0,0,0,280.3090216,8.1578481,0.0535,0.0533,-0.0077,-237,58,528,62,2.49E+01,7.54E+00,9.22E-01,1.03E+00,1.12E+01,1N000,0,1,32nn,AACU,7,11,30,30,30,30,0,15,0,15,30.567,30.535,15.405,15.748,965931335,1.405,-19.5,1,13.414,0.042,12.902,0.049,12.822,0.046,-19.50142857,-4.186,-1.6475,-2.833,-2.305
J184117.39+080839.6,280.3224708,8.1443611,0.0428,0.0413,0.0026,39.0556117,5.9463585,281.9628969,31.1559818,2969.332,3546.316,12.572,0.023,47.1,2.31E+00,12.677,0.024,45.2,1.34E+00,12.336,0.42,2.6,9.29E-01,9.07,null,-0.4,8.65E-01,1.48E+00,1,0,0,0,0,0.005,0,280.3224669,8.1443683,0.0484,0.0469,-0.0094,-144,62,235,64,2.26E+00,1.35E+00,9.29E-01,8.65E-01,1.47E+00,1N000,0h00,0,00nn,AACU,7,11,29,29,29,29,1,17,0,17,31.106,30.936,16.967,16.621,965931231,0.359,15.7,1,13.283,0.03,12.795,0.032,12.639,0.032,3.995,2.884,-1.6041,-2.945,-1.959
J184151.69+081315.3,280.4654158,8.2209178,0.0421,0.0414,0.0041,39.1881732,5.8541987,282.1352152,31.2203992,2598.75,3746.502,11.626,0.023,46.6,3.28E+00,11.728,0.024,45.8,1.51E+00,11.324,0.196,5.5,6.53E-01,8.949,null,-0.7,9.64E-01,1.85E+00,1,0,0,0,0,0,0,280.4654102,8.2209229,0.0457,0.0518,-0.0123,-169,48,170,55,3.23E+00,1.51E+00,6.53E-01,9.64E-01,1.83E+00,2N001,0h00,1,21nn,AABU,7,11,29,29,29,29,2,15,0,15,30.448,30.692,15.947,15.807,965990510,0.11,46,1,12.699,0.027,11.992,0.026,11.809,0.026,2.952571429,2.771,-0.9657,-3.1043,-1.896
J184106.61+080835.1,280.2775496,8.1431036,0.0392,0.0383,-0.0062,39.034443,5.9855469,281.9109906,31.1584245,3085.759,3543.125,10.115,0.023,48.1,2.01E+00,10.238,0.022,50.1,1.42E+00,10.123,0.059,18.3,9.66E-01,8.3,null,1.9,8.51E-01,1.42E+00,1,0,0,0,0,0,0,280.2775532,8.1430963,0.0394,0.0389,-0.0059,-64,39,35,39,1.94E+00,1.42E+00,9.65E-01,8.51E-01,1.39E+00,1N004,0,0,000n,AAAU,7,11,28,28,28,28,16,16,0,16,30.506,30.576,16.895,16.775,1059003146,0.257,-139.8,1,11.333,0.023,10.509,0.026,10.272,0.025,4.436857143,3.294,0.3216,-2.4711,-2.185
J184138.56+080731.2,280.4106696,8.1253554,0.0427,0.0418,-0.001,39.0778821,5.859792,282.0626959,31.1297408,2740.777,3496.394,12.802,0.022,48.5,5.22E+00,12.848,0.025,43.4,1.54E+00,12.148,0.337,3.2,9.00E-01,9.092,null,0,1.01E+00,2.53E+00,1,0,0,0,0,0,0,280.4106649,8.1253614,0.0468,0.0463,0.0064,-159,66,190,69,5.21E+00,1.54E+00,9.00E-01,1.01E+00,2.53E+00,3N000,ddDD,1,21nn,AABU,7,11,28,28,28,28,0,15,0,15,27.769,27.783,15.274,15.72,965931089,0.439,-110.3,1,14.697,0.05,13.595,0.042,13.226,0.048,1.281,2.498,-1.4995,-3.011,-1.6
J184143.38+080244.8,280.4307521,8.0458032,0.0419,0.0422,-0.008,39.0153703,5.8063456,282.0780269,31.0487994,2688.852,3288.09,11.049,0.026,42.2,3.68E+00,10.913,0.023,47.6,5.80E+00,9.447,0.043,25.1,2.45E+00,7.134,0.107,10.2,2.73E+01,7.29E+00,2,0,0,0,0,0,0,280.4307795,8.0457811,0.0427,0.0431,-0.0094,-160,40,372,41,4.03E+00,6.00E+00,2.37E+00,2.72E+01,7.45E+00,3Y020,hhHH,1,58nn,AAAA,15,11,27,27,27,27,14,14,12,14,29.558,29.486,15.137,16.012,965991827,0.111,-42.5,1,11.599,0.021,11.352,0.021,11.232,0.023,1.918,-1.337,-0.3095,-27.23,-0.834
J184116.80+080849.0,280.3200338,8.1469604,0.1065,0.1132,-0.0243,39.0568607,5.94968,281.9603406,31.158773,2975.642,3553.126,14.241,0.044,24.5,1.93E+00,14.524,0.078,14,1.03E+00,11.96,null,1.6,9.72E-01,8.894,null,0.3,8.93E-01,1.28E+00,1,0,0,0,0,0,0,280.3200144,8.1469813,0.1129,0.1202,-0.0252,-328,178,507,195,1.92E+00,1.03E+00,9.72E-01,8.93E-01,1.27E+00,2N002,0,0,11nn,AAUU,3,11,29,29,25,29,1,17,0,17,31.51,31.344,16.936,16.456,965931255,0.448,-6.3,1,14.92,0.042,14.561,0.037,14.365,0.094,1.137428571,0.068,-1.7722,-2.8332,0.264
J184102.91+080944.2,280.262131,8.1622943,0.1146,0.0728,0.0255,39.0448161,6.0077912,281.8950732,31.1788142,3125.667,3593.405,13.349,0.039,27.7,3.00E+00,13.291,0.04,27.1,1.32E+00,12,null,1.4,9.46E-01,8.765,null,-0.5,9.97E-01,1.74E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,hh00,0,nnnn,AAUU,3,11,29,29,29,29,0,16,0,16,29.252,29.771,15.978,15.796,null,null,null,0,null,null,null,null,null,null,0.531571429,1.091,-1.7706,-3.0974,-1.009
J184139.44+080619.1,280.4143737,8.1053267,0.0976,0.1321,-0.0645,39.0615388,5.8475336,282.0649995,31.1094749,2731.21,3443.952,13.429,0.05,21.8,2.52E+01,13.315,0.057,19,5.10E+00,12.516,null,0.3,9.00E-01,8.986,null,0.1,1.05E+00,1.01E+01,1,0,0,0,0,0,0,280.4140651,8.1055467,0.0846,0.0889,-0.0584,-6263,149,4314,144,2.33E+01,4.40E+00,8.99E-01,1.06E+00,9.25E+00,1N003,dH00,1,3nnn,AAUU,3,11,22,29,22,29,0,16,0,16,28.868,29.484,15.979,15.873,null,null,null,0,null,null,null,null,null,null,-22.47428571,-3.498,-1.862,-3.034,-1.501
J184040.79+075712.9,280.1699649,7.9535874,0.0424,0.0411,0.0032,38.8160911,5.9958294,281.7688115,30.9783337,3365.202,3047.246,11.175,0.024,46,3.72E+00,11.289,0.024,45.8,1.47E+00,10.997,0.12,9,9.02E-01,8.692,null,1.4,9.62E-01,1.99E+00,1,0,0,0,0,0,0,280.1699676,7.9535917,0.0432,0.0439,-0.0067,111,44,158,45,3.68E+00,1.48E+00,9.02E-01,9.62E-01,1.98E+00,1N000,0h00,1,210n,AABU,7,11,29,29,29,29,7,16,0,16,29.617,29.697,16.884,17.243,508014901,0.342,4.8,1,12.181,0.023,11.488,0.026,11.33,0.023,2.420857143,2.806,-0.7769,-2.6818,-2.008
J184046.44+080051.2,280.1935127,8.0142353,0.0893,0.0906,-0.0155,38.8811139,6.0021688,281.8017324,31.0368641,3303.958,3205.959,14.535,0.037,29.7,1.96E+00,14.934,0.074,14.6,1.25E+00,12.447,null,-2.9,8.63E-01,8.47,null,0.4,9.10E-01,1.36E+00,2,1,0,0,0,0,0,280.1935005,8.0142594,0.0852,0.0889,-0.0141,-43,176,1048,195,3.54E+00,1.36E+00,8.73E-01,9.18E-01,1.91E+00,2N004,0,0,nnnn,AAUU,3,11,27,27,19,27,0,14,0,14,28.351,29.058,15.991,16.975,1059002046,1.097,0.4,1,15.264,0.066,14.917,0.104,14.66,0.11,1.857285714,-0.09,-2.2258,-2.8298,0.187
J184047.61+081249.1,280.1984159,8.2136573,0.0572,0.0553,-0.0065,39.0625805,6.0871848,281.8265505,31.2352109,3290.63,3728.044,12.85,0.028,38.8,6.02E+00,12.979,0.03,35.8,1.54E+00,11.877,null,1.4,7.45E-01,9.064,null,-0.3,1.11E+00,2.77E+00,1,0,0,0,0,0,0,280.1984131,8.2136607,0.0582,0.0557,-0.0089,-120,73,114,73,6.01E+00,1.54E+00,7.45E-01,1.11E+00,2.77E+00,1N000,0h00,1,00nn,AAUU,3,11,28,28,28,28,0,15,0,15,27.975,28.811,14.966,14.908,1059003760,0.524,-118.9,1,13.994,0.049,13.351,0.059,13.07,null,-0.905714286,1.745,-1.57,-3.169,-1.198
J184039.53+080220.9,280.1647223,8.0391624,0.1591,0.1683,-0.0278,38.8906733,6.0388255,281.7709557,31.0640464,3378.516,3271.307,15.393,0.06,18.1,1.60E+00,15.694,0.154,7.1,1.07E+00,12.466,null,-0.4,7.71E-01,8.944,null,0.3,9.82E-01,1.17E+00,1,0,0,0,0,0,0,280.1647238,8.0391742,0.1937,0.2032,-0.0196,18,415,247,444,1.60E+00,1.07E+00,7.71E-01,9.82E-01,1.17E+00,1N000,d000,0,2nnn,ABUU,3,11,25,29,3,29,0,16,0,16,29.317,29.351,16.85,16.8,508014122,1.961,135.9,1,16.177,0.104,15.474,0.127,15.489,0.185,0.554142857,-0.657,-1.8208,-2.9215,0.928
J184045.75+075918.7,280.1906639,7.9885415,0.1894,0.2026,-0.0396,38.8567479,5.9931738,281.7959889,31.0114888,3311.423,3138.698,15.341,0.07,15.6,2.16E+00,15.832,0.186,5.8,1.09E+00,12.028,null,1.7,8.58E-01,8.83,null,0.6,9.72E-01,1.37E+00,1,0,0,0,0,0,0,280.1906617,7.9885548,0.2577,0.2803,-0.0391,-24,472,247,516,2.16E+00,1.09E+00,8.58E-01,9.72E-01,1.37E+00,1N001,0,0,0nnn,ABUU,3,11,27,30,3,30,0,16,0,16,30.231,30.485,16.414,16.478,1059001833,2.959,-83.1,1,16.423,0.13,15.048,null,15.425,null,-0.363,-0.809,-1.6453,-2.8516,1.504
J184124.01+075950.0,280.3500495,7.9972445,0.0446,0.0429,0.0072,38.9357166,5.8559925,281.9803537,31.0071014,2898.165,3161.096,11.934,0.024,44.7,4.71E+01,12.052,0.025,43.5,1.86E+01,11.966,0.233,4.7,1.04E+00,9.204,null,-0.2,1.04E+00,2.15E+01,1,0,0,0,0,0,0,280.3500512,7.9972401,0.0482,0.0473,0.0092,132,51,-140,52,4.71E+01,1.86E+01,1.04E+00,1.04E+00,2.15E+01,2N001,dd00,1,21nn,AABU,7,11,32,32,32,32,2,18,0,18,31.613,31.631,17.876,17.917,965930080,0.73,-121,1,13.318,0.024,12.532,0.022,12.344,0.027,-41.17285714,-14.53,-1.4555,-3.079,-2.214
J184103.87+080106.5,280.2661644,8.0184912,0.0618,0.0619,-0.0107,38.9173639,5.9397678,281.8858174,31.0351741,3115.595,3216.908,13.351,0.03,36.5,1.90E+00,13.401,0.037,29.6,9.64E-01,12.578,0.533,2,8.12E-01,9.199,null,-0.1,1.04E+00,1.26E+00,1,0,0,0,0,0,0,280.2661588,8.0184962,0.0705,0.073,0.0132,-193,93,171,101,1.89E+00,9.65E-01,8.12E-01,1.04E+00,1.26E+00,1N000,0,0,32nn,AACU,7,11,29,29,29,29,1,14,0,14,30.132,30.571,15.768,16.172,1059002078,0.458,145,1,13.934,0.03,13.47,0.031,13.418,0.039,2.881714286,1.6962,-1.5623,-3.059,-1.477
J184050.31+075953.2,280.2096387,7.9981127,0.0646,0.0669,-0.0113,38.8738197,5.9806673,281.8187577,31.0194832,3262.199,3163.703,13.386,0.031,35,1.32E+00,13.505,0.04,27.4,1.09E+00,12.416,null,0.7,9.36E-01,9.245,null,0,1.12E+00,1.14E+00,1,0,0,0,0,0,0,280.2096396,7.9981199,0.0685,0.0718,-0.009,36,90,218,98,1.31E+00,1.08E+00,9.36E-01,1.12E+00,1.13E+00,3N000,0,0,31nn,AAUU,3,11,30,30,29,29,0,17,0,17,30.643,30.676,16.919,16.803,1059001919,0.106,-7.1,1,13.989,0.033,13.498,0.037,13.427,0.045,3.253428571,1.355,-1.848,-3.115,-1.211
J184107.27+081135.5,280.2803248,8.1931956,0.038,0.0357,-0.0034,39.0807081,6.0055381,281.9190484,31.2081159,3078.436,3674.261,9.133,0.023,47.4,2.12E+00,9.285,0.021,52.4,1.51E+00,9.147,0.04,27,8.08E-01,8.566,0.383,2.8,8.02E-01,1.46E+00,1,0,0,0,0,0,0,280.2803246,8.1931955,0.0385,0.0365,-0.0059,-18,37,23,36,2.11E+00,1.52E+00,8.07E-01,8.02E-01,1.46E+00,1N000,0,0,000n,AAAC,15,11,28,28,28,28,15,15,0,15,29.256,29.081,16.397,16.503,1059003570,0.15,-176.2,1,10.528,0.026,9.539,0.022,9.3,0.026,4.218857143,3.429,1.5673,-2.2418,-2.162
J184131.30+080959.4,280.3804195,8.1665042,0.0383,0.036,0.0015,39.1013626,5.9050068,282.0318614,31.1732561,2819.102,3604.175,9.495,0.023,46.6,2.57E+00,9.55,0.021,52.9,2.26E+00,9.524,0.044,25,8.81E-01,9.069,null,-0.7,9.25E-01,1.89E+00,1,0,0,0,0,0,0,280.3804209,8.166505,0.0515,0.076,-0.0202,-48,46,195,64,2.48E+00,2.26E+00,8.84E-01,9.25E-01,1.87E+00,1N002,d0hH,0,230n,AAAU,7,11,29,29,29,29,15,15,0,15,29.564,29.627,15.984,15.805,965931388,0.055,-33.3,1,11.625,0.024,10.355,0.026,9.804,0.021,3.660571429,2.733,1.2445,-3.065,-2.274
J184130.77+081530.6,280.3782148,8.2585142,0.0386,0.0356,-0.0034,39.183072,5.9481965,282.0383349,31.2651253,2824.635,3845.062,9.537,0.023,47.3,2.22E+00,9.654,0.021,52.6,1.38E+00,9.583,0.043,25.3,1.01E+00,8.536,null,1.4,9.71E-01,1.52E+00,1,0,0,0,0,0,0,280.378213,8.2585161,0.0406,0.0396,0.005,-76,38,80,37,2.18E+00,1.40E+00,1.01E+00,9.71E-01,1.51E+00,1N000,0h00,0,100n,AAAU,7,11,30,30,30,30,16,16,0,16,30.419,30.703,16.007,15.716,965932127,0.08,-9.8,1,10.815,0.022,9.915,0.024,9.665,0.023,4.110571429,3.576,1.1565,-2.6905,-2.229
J184050.21+081233.5,280.2092443,8.2093222,0.0427,0.0392,-0.0063,39.0635107,6.0756609,281.8386239,31.2300073,3262.584,3716.664,11.039,0.023,46.5,2.20E+00,11.171,0.022,48.3,1.38E+00,11.138,0.145,7.5,9.91E-01,8.684,null,0.6,7.48E-01,1.46E+00,1,0,0,0,0,0,0,280.2092438,8.2093227,0.0444,0.04,-0.009,-23,44,15,42,2.20E+00,1.38E+00,9.91E-01,7.48E-01,1.46E+00,1N000,0h00,0,00nn,AABU,7,11,28,28,28,28,4,15,0,15,28.604,29.125,14.941,14.89,1059003719,0.095,-81.7,1,12.02,0.022,11.333,0.022,11.162,0.024,4.010285714,3.15,-1.0536,-2.6275,-2.267
J184125.20+080139.1,280.3550186,8.027552,0.1325,0.1318,0.0366,38.9651663,5.8651858,281.9890255,31.0368929,2885.219,3240.435,14.984,0.05,21.7,1.79E+00,16.152,0.216,5,1.65E+00,11.949,null,1.9,1.02E+00,8.515,0.259,4.2,1.01E+00,1.47E+00,1,0,0,0,0,0,0,280.3548114,8.0274394,0.3062,0.2398,0.1832,718,498,-4,411,4.12E+00,2.41E+00,1.02E+00,1.01E+00,2.48E+00,1N095,hO00,0,0nnn,ABUB,11,11,28,28,3,28,0,15,0,15,31.069,31.245,18.04,18.387,965930322,1.052,-9.7,1,16.305,0.139,15.755,0.179,15.185,0.2,0.885428571,-1.452,-1.7845,-2.167,1.903
J184046.03+080122.4,280.1918091,8.0229146,0.0762,0.0785,-0.0091,38.8881551,6.007567,281.8006024,31.0456526,3308.348,3228.688,13.518,0.035,31.5,1.13E+00,13.729,0.048,22.4,1.28E+00,12.629,null,-2.1,9.98E-01,8.954,null,0.2,8.95E-01,1.11E+00,1,0,0,0,0,0,0,280.1918084,8.0229169,0.0801,0.082,-0.0112,-27,109,107,115,1.13E+00,1.28E+00,9.98E-01,8.95E-01,1.11E+00,1N000,dd00,0,11nn,AAUU,3,11,27,27,27,27,0,14,0,14,27.867,28.236,15.471,16.683,1059002119,0.037,-35.7,1,14.1,0.033,13.627,0.036,13.627,0.053,2.939428571,0.664,-2.2607,-2.8548,-1.2
J184035.54+080225.5,280.1481223,8.0404394,0.1083,0.1121,-0.0216,38.8844143,6.0540918,281.7519533,31.0666651,3421.544,3274.701,14.633,0.043,25.2,2.18E+00,14.89,0.092,11.8,1.29E+00,11.989,null,1.4,8.79E-01,8.63,null,1.3,8.25E-01,1.42E+00,1,0,0,0,0,0,0,280.1481185,8.0404174,0.135,0.1368,-0.0215,-83,232,-545,242,2.17E+00,1.29E+00,8.79E-01,8.25E-01,1.42E+00,3N000,hh00,0,10nn,AAUU,3,11,29,29,22,29,0,16,0,16,28.811,28.861,16.463,16.643,508014109,0.228,146,1,15.303,0.051,14.986,0.09,14.893,0.127,0.996428571,-0.407,-1.7035,-2.5647,0.601
J184116.92+080001.4,280.3205008,8.0003959,0.1352,0.1463,-0.0294,38.925357,5.8835597,281.9466377,31.0126783,2974.768,3169.407,15.01,0.054,20.1,1.34E+00,15.302,0.16,6.8,1.08E+00,12.187,null,1.1,8.75E-01,9.1,null,-1.1,8.99E-01,1.10E+00,1,0,0,0,0,0,0,280.320507,8.000427,0.1679,0.1874,-0.0268,134,316,617,359,1.33E+00,1.09E+00,8.74E-01,8.99E-01,1.09E+00,1N000,0,0,2nnn,ABUU,3,11,30,32,8,32,0,17,0,17,31.975,32.549,17.221,17.52,965930107,0.875,33.7,1,15.958,0.102,15.315,0.1,14.941,0.156,1.104857143,-0.703,-1.737,-3.1186,0.815
J184140.12+080137.8,280.4171693,8.0271901,0.2367,0.4262,-0.0362,38.9925851,5.8100179,282.0605605,31.0313818,2724.094,3239.379,14.875,0.224,4.8,2.03E+00,14.938,0.219,5,1.12E+00,11.668,null,0.2,1.08E+00,8.717,null,0.7,9.60E-01,1.38E+00,1,0,0,0,0,0,0,280.4172473,8.0271824,0.2883,0.1634,0.0591,1399,767,-205,374,2.01E+00,1.12E+00,1.08E+00,9.60E-01,1.37E+00,1N001,hhHH,0,nnnn,BBUU,3,11,8,28,2,28,0,14,0,15,28.729,28.651,15.98,15.858,null,null,null,0,null,null,null,null,null,null,-1.767857143,-0.919,-2.051,-2.8201,0.97
J184135.82+075930.6,280.3992525,7.9918448,0.1392,0.1506,-0.0306,38.9528326,5.8100215,282.0364738,30.9976486,2770.607,3146.871,15.466,0.057,19.1,1.79E+00,15.242,0.104,10.5,9.61E-01,12.67,null,-1.1,1.03E+00,9.146,null,-0.3,1.03E+00,1.25E+00,1,0,0,0,0,0,0,280.3992453,7.9918843,0.1734,0.1897,-0.0339,-122,413,847,459,1.78E+00,9.64E-01,1.03E+00,1.03E+00,1.25E+00,1N001,0dOD,0,2nnn,AAUU,3,11,22,29,7,29,0,16,0,16,30.358,30.261,15.988,15.904,965930035,0.453,-54.5,1,16.298,0.132,15.628,0.157,14.756,null,0.51,-0.211,-2.1645,-3.086,0.272
J184120.49+075927.2,280.335399,7.9909035,0.0741,0.0756,0.0016,38.9234787,5.8661162,281.9628697,31.0019913,2936.163,3144.524,13.986,0.033,32.9,3.75E+00,14.198,0.052,20.8,1.14E+00,12.883,null,-0.9,1.01E+00,8.657,null,1.3,9.46E-01,1.91E+00,3,1,0,0,0,0,0,280.3354226,7.9909089,0.0772,0.0791,-0.0053,-597,122,119,133,5.02E+00,1.29E+00,1.01E+00,9.47E-01,2.35E+00,2N016,0,1,nnnn,AAUU,3,11,31,31,31,31,0,18,0,18,31.956,32.448,17.966,17.867,965930027,0.762,74.5,1,14.735,0.055,14.36,0.059,14.163,0.077,0.521428571,0.637,-2.1175,-2.6864,-0.985
J184121.71+075937.7,280.3404899,7.9938327,0.0851,0.0921,0.0028,38.9283834,5.8629237,281.9690156,31.0044905,2922.957,3152.183,14.12,0.037,29.1,3.26E+00,14.212,0.068,15.9,1.17E+00,12.763,null,-1.5,9.47E-01,9.162,null,-0.1,9.85E-01,1.77E+00,2,1,0,0,0,0,0,280.3404733,7.9938341,0.0846,0.0921,-0.0045,-295,130,201,144,6.80E+00,1.80E+00,9.48E-01,9.86E-01,3.10E+00,2N003,P000,1,nnnn,AAUU,3,11,32,32,32,32,0,18,0,18,31.643,31.751,17.943,17.901,null,null,null,0,null,null,null,null,null,null,0.466571429,0.123,-2.1342,-3.0049,-0.851
J184054.83+075953.2,280.2284775,7.9981159,0.0792,0.0826,-0.017,38.8822311,5.9639926,281.8404526,31.0179502,3213.357,3163.66,14.413,0.034,31.6,1.75E+00,14.637,0.064,17,1.01E+00,12.668,null,-1.5,8.76E-01,9.258,null,-0.2,1.14E+00,1.24E+00,2,0,0,0,0,0,0,280.2284781,7.9981408,0.0849,0.0877,-0.0159,11,161,746,177,1.73E+00,1.00E+00,8.76E-01,1.14E+00,1.23E+00,1N000,0h00,0,10nn,AAUU,3,11,30,30,27,30,0,17,0,17,29.997,30.989,16.987,16.922,1059001918,0.17,-121.8,1,15.265,0.055,14.691,0.075,14.703,0.106,2.333714286,0.394,-2.0634,-3.176,-0.331
J184131.89+075950.5,280.3828801,7.997382,0.1494,0.1595,-0.0259,38.9504973,5.826996,282.0181657,31.0045235,2813.045,3161.396,14.928,0.062,17.5,1.41E+00,15.177,0.096,11.3,1.04E+00,12.649,null,-2.5,9.61E-01,9.218,null,-3.4,9.52E-01,1.13E+00,1,0,0,0,0,0.011,0,280.3828765,7.9973691,0.1589,0.1697,-0.0273,-127,282,-423,311,1.40E+00,1.04E+00,9.62E-01,9.52E-01,1.13E+00,1N000,d000,0,21nn,AAUU,3,11,29,30,12,30,0,15,0,15,30.151,31.073,15.549,15.228,965930082,0.655,-103,1,15.609,0.069,15.062,0.088,14.66,null,0.662428571,-0.208,-2.2739,-3.6317,0.228
J184118.56+075747.8,280.3273624,7.9632879,0.1802,0.1951,-0.0338,38.8950781,5.860845,281.9509373,30.9751338,2957.061,3072.24,15.514,0.067,16.2,1.49E+00,17.056,null,-2.3,1.34E+00,12.725,null,0,1.11E+00,9.179,null,-0.7,1.02E+00,1.29E+00,1,0,0,0,0,0,0,280.3273985,7.9632841,0.2276,0.2472,-0.0413,657,484,-87,540,1.49E+00,1.34E+00,1.11E+00,1.02E+00,1.29E+00,1N000,0,0,1nnn,AUUU,1,11,22,31,0,31,0,16,0,16,32.754,32.861,18.567,18.634,null,null,null,0,null,null,null,null,null,null,0.393714286,-1.868,-2.11,-3.155,2.031
J184108.51+080230.8,280.2854662,8.0418997,0.0972,0.1002,-0.0219,38.9470157,5.9331779,281.9103118,31.0569193,3065.496,3278.147,14.386,0.042,26.1,1.50E+00,14.522,0.068,15.9,1.05E+00,12.384,null,0.3,9.11E-01,9.169,null,-1,1.08E+00,1.18E+00,1,0,0,0,0,0,0,280.2854698,8.041907,0.1291,0.1307,-0.0174,85,205,174,219,1.49E+00,1.05E+00,9.11E-01,1.08E+00,1.18E+00,1N000,0,0,21nn,AAUU,3,11,30,30,26,29,0,16,0,16,31.442,31.749,17.147,16.734,1059002290,0.317,-130.9,1,15.395,0.064,14.982,0.097,15.011,0.15,1.805,0.243,-1.8738,-3.279,-0.162
