designation,ra,dec,sigra,sigdec,sigradec,glon,glat,elon,elat,wx,wy,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,satnum,ra_pm,dec_pm,sigra_pm,sigdec_pm,sigradec_pm,pmra,sigpmra,pmdec,sigpmdec,w1rchi2_pm,w2rchi2_pm,w3rchi2_pm,w4rchi2_pm,rchi2_pm,pmcode,cc_flags,ext_flg,var_flg,ph_qual,det_bit,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,w1cov,w2cov,w3cov,w4cov,tmass_key,r_2mass,pa_2mass,n_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,Sel1,Sel2,Sel3,Sel4,Sel5
J184134.66+075814.9,280.3944274,7.970831,0.1492,0.1842,0.0598,38.9318001,5.8048662,282.0288669,30.9771087,2783.155,3091.862,14.772,0.066,16.4,4.27E+00,15.206,0.127,8.5,1.36E+00,12.55,null,-1.7,9.49E-01,8.147,null,1.8,9.86E-01,2.21E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0hO0,1,nnnn,ABUU,3,11,30,30,8,29,0,15,0,15,31.235,31.199,16.791,17.494,965929856,0.579,8.4,1,15.835,0.083,15.26,0.097,15.33,0.208,-2.357714286,-0.812,-2.1614,-2.626,0.356
J184037.80+075849.5,280.1575329,7.9804299,0.2025,0.2162,-0.0281,38.8346692,6.0188672,281.7570613,31.0060942,3397.348,3117.561,15.653,0.073,14.9,1.41E+00,16.289,0.294,3.7,8.91E-01,12.694,0.523,2.1,8.87E-01,8.415,null,2,1.07E+00,1.08E+00,1,0,0,0,0,0,0,280.1575515,7.9804398,0.3047,0.3185,0.0282,320,613,162,660,1.40E+00,8.91E-01,8.87E-01,1.07E+00,1.08E+00,1N000,0,0,1nnn,ABCU,7,11,23,30,3,30,0,17,0,17,29.653,29.655,16.926,16.87,508014671,0.77,63.3,1,16.035,0.088,15.442,0.125,16.128,null,0.294,-0.8208,-1.6245,-2.674,1.295
J184036.13+075919.0,280.1505501,7.9886184,0.0901,0.0944,0.0083,38.8389132,6.0287189,281.7498018,31.0148211,3415.425,3139.021,14.218,0.042,25.7,8.81E+00,14.162,0.049,22.3,2.65E+00,11.949,null,1.3,8.08E-01,9.09,null,-1.9,9.32E-01,4.00E+00,1,0,0,0.001,0,0,900,280.1505468,7.988627,0.1003,0.1103,0.0146,-121,157,248,176,8.81E+00,2.65E+00,8.08E-01,9.32E-01,4.00E+00,1N000,0,1,10nn,AAUU,3,11,30,30,30,30,0,16,0,17,29.54,29.682,16.998,16.823,508014592,0.303,22.8,1,14.908,0.042,14.457,0.051,14.278,0.069,-5.567142857,-0.718,-1.6454,-3.3115,-0.087
J184050.56+075804.7,280.2106793,7.9679756,0.0525,0.0528,0.0042,38.8471979,5.9662361,281.8170635,30.9893635,3259.591,3084.798,12.623,0.027,40.3,8.17E+00,12.724,0.03,36.3,1.93E+00,12.033,0.307,3.5,9.20E-01,8.878,null,0.5,1.10E+00,3.61E+00,1,0,0,0,0,0,0,280.2106818,7.9679789,0.0575,0.0581,0.0103,60,66,92,70,8.17E+00,1.93E+00,9.20E-01,1.10E+00,3.61E+00,1N000,0,1,21nn,AABU,7,11,29,29,29,29,0,16,0,16,29.922,30.279,16.87,16.687,1059001644,0.822,13,1,13.505,0.024,12.983,0.029,12.792,0.029,-2.836428571,1.397,-1.4823,-3,-1.609
J184142.57+075937.8,280.4273816,7.9938428,0.1092,0.1154,-0.0226,38.9671869,5.7860216,282.0690515,30.9973031,2697.672,3152.057,14.754,0.047,23,1.42E+00,14.513,0.079,13.8,7.92E-01,12.583,null,-1.3,9.00E-01,9.12,null,0.2,9.80E-01,1.05E+00,1,0,0,0,0,0,0,280.4273781,7.9938427,0.1178,0.1255,-0.0246,-83,230,-4,255,1.42E+00,7.92E-01,9.00E-01,9.80E-01,1.05E+00,1N000,0,0,11nn,AAUU,3,11,29,29,25,29,0,16,0,16,29.973,29.74,15.851,15.868,965992265,1.108,164,1,15.783,0.102,15.223,0.122,15.012,0.173,1.434142857,0.2882,-2.0624,-2.9404,-0.37
J184137.88+075957.5,280.4078369,7.9993107,0.0788,0.0819,-0.0156,38.9633725,5.8057725,282.0470864,31.0043759,2748.337,3166.403,13.962,0.037,29.6,1.33E+00,14.157,0.052,20.8,1.27E+00,11.968,0.297,3.7,9.93E-01,8.453,null,1.8,7.79E-01,1.18E+00,3,0,0,0,0,0,0,280.4078169,7.9993348,0.0832,0.0868,-0.0158,-55,135,74,152,1.34E+00,1.27E+00,9.93E-01,7.80E-01,1.18E+00,3Y010,00Od,0,21nn,AABU,7,11,30,30,30,30,2,16,1,16,29.626,29.727,15.995,15.758,965930098,0.568,17.6,1,14.637,0.043,14.187,0.055,14.012,0.073,2.471,0.511,-1.5301,-2.4193,-0.111
J184038.20+080215.6,280.1592004,8.0376899,0.1364,0.1434,-0.028,38.8868857,6.0430535,281.7644533,31.0630268,3392.835,3267.469,15.554,0.05,21.7,1.55E+00,16.714,0.388,2.8,1.02E+00,12.596,null,-1,1.00E+00,9.297,null,-0.2,9.90E-01,1.18E+00,1,0,0,0,0,0,0,280.1592054,8.0377122,0.1616,0.1696,-0.0262,188,416,602,449,1.54E+00,1.01E+00,1.00E+00,9.90E-01,1.17E+00,1N001,0h00,0,1nnn,ACUU,3,11,26,29,0,29,0,16,0,16,29.599,29.38,16.947,16.849,508014132,0.865,36.9,1,16.253,0.11,15.762,0.174,15.562,null,1.124428571,-1.035,-2.126,-3.03,1.818
J184112.66+075807.3,280.3027592,7.9687026,0.0371,0.0355,-0.0033,38.8889585,5.8850515,281.9231406,30.982554,3020.841,3086.47,9.464,0.023,46.5,1.30E+00,9.597,0.02,53.8,1.41E+00,9.467,0.04,27.1,9.68E-01,8.928,0.505,2.1,8.99E-01,1.20E+00,1,0,0,0,0,0,0,280.3027589,7.9687032,0.0375,0.0362,-0.0026,-20,36,19,36,1.29E+00,1.42E+00,9.68E-01,8.99E-01,1.20E+00,1N000,0,0,000n,AAAC,15,11,30,30,30,30,17,17,0,17,30.618,30.073,17.013,17.575,965929837,0.07,5.3,1,10.741,0.026,9.856,0.026,9.602,0.025,4.918285714,3.668,1.4197,-2.479,-2.17
J184114.91+080720.1,280.3121609,8.1222749,0.0759,0.0791,-0.0146,39.0311622,5.9455824,281.9488651,31.1348218,2996.104,3488.515,14.833,0.031,35,2.45E+00,15.168,0.075,14.4,1.42E+00,12.673,null,-2.3,1.16E+00,9.061,null,-1.8,8.49E-01,1.62E+00,1,0,0,0,0,0,0,280.3121685,8.1222963,0.0985,0.1022,-0.0146,198,237,583,253,2.43E+00,1.42E+00,1.16E+00,8.48E-01,1.61E+00,1N000,0h00,0,31nn,AAUU,3,11,29,29,14,29,0,14,0,15,30.127,29.764,15.769,16.193,965931067,0.445,-55.5,1,15.391,0.069,14.852,0.077,14.583,0.123,2.125428571,-0.276,-2.4495,-3.2085,0.195
J184133.09+080355.9,280.3879155,8.0655291,0.1686,0.1853,-0.0396,39.0139726,5.8531015,282.0306206,31.0720142,2799.864,3339.802,15.172,0.066,16.4,1.31E+00,15.544,0.143,7.6,9.86E-01,12.77,null,-0.2,1.03E+00,8.87,null,-0.7,8.31E-01,1.07E+00,1,0,0,0,0,0,0,280.3879313,8.0655873,0.1899,0.2142,-0.0408,388,371,1446,416,1.29E+00,9.84E-01,1.04E+00,8.30E-01,1.06E+00,1N000,0,0,0nnn,ABUU,3,11,26,28,5,28,0,15,0,15,29.398,29.628,15.954,15.816,null,null,null,0,null,null,null,null,null,null,0.607285714,-0.5257,-2.059,-2.9708,0.474
J184147.48+080902.8,280.4478449,8.1507824,0.2598,0.3064,0.0355,39.1173161,5.8382988,282.1080396,31.1519816,2644.385,3562.908,15.921,0.097,11.1,5.65E+00,16.349,0.24,4.5,1.61E+00,12.702,null,0.2,9.99E-01,9.005,null,0.2,9.34E-01,2.83E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,1,nnnn,ABUU,3,11,19,29,1,29,0,16,0,16,29.568,29.721,15.992,15.769,965991054,2.78,-21.3,1,16.281,0.141,15.512,0.128,14.908,null,-4.492857143,-1.459,-1.9744,-2.8943,1.347
J184146.57+081307.9,280.4440634,8.2188733,0.0667,0.0701,-0.011,39.1768122,5.8721726,282.1103898,31.2201457,2654.082,3741.178,13.175,0.031,35.1,7.57E+00,13.245,0.042,25.7,2.42E+00,11.891,null,1.7,9.37E-01,8.383,null,1.9,9.21E-01,3.56E+00,1,0,0,0,0,0,0,280.4440605,8.218885,0.0685,0.0717,-0.012,-139,82,385,88,7.54E+00,2.42E+00,9.37E-01,9.21E-01,3.55E+00,1N000,hh00,1,10nn,AAUU,3,11,30,30,30,30,0,16,0,16,29.976,30.59,15.982,15.926,965990523,0.436,-3.9,1,13.808,0.026,13.398,0.021,13.201,0.043,-2.983285714,-0.148,-1.7247,-2.5409,-0.946
J184035.11+075820.9,280.1463236,7.972493,0.0469,0.0456,0.0011,38.8225317,6.0252331,281.7433963,30.999092,3426.437,3096.816,11.9,0.025,43.1,2.47E+00,11.988,0.026,41.4,1.05E+00,10.9,0.108,10,9.65E-01,8.344,null,1.5,9.41E-01,1.46E+00,1,0,0,0,0,0,0,280.1463261,7.9724954,0.0619,0.0607,-0.0104,79,63,77,65,2.47E+00,1.05E+00,9.65E-01,9.41E-01,1.46E+00,3N000,0,0,100n,AAAU,7,11,29,29,29,29,9,16,0,16,29.24,29.741,16.745,16.782,508014737,0.211,20.2,1,12.915,0.025,12.243,0.027,12.044,0.026,3.255571429,2.788,-0.715,-2.6407,-1.212
J184059.36+081257.8,280.2473459,8.2160805,0.0487,0.0489,-0.0086,39.0865753,6.0449732,281.8832284,31.2336274,3163.833,3734.256,12.509,0.026,42.3,3.05E+00,12.622,0.027,40.1,1.39E+00,12.11,null,1.3,9.34E-01,8.922,null,-0.8,9.31E-01,1.79E+00,2,1,0,0,0,0,0,280.2473502,8.2160861,0.0485,0.0473,-0.0092,-52,60,93,61,5.75E+00,1.83E+00,9.34E-01,9.31E-01,2.83E+00,1N002,0,1,nnnn,AAUU,3,11,28,28,28,28,0,14,0,14,28.365,29.116,14.095,14.534,1059003787,0.325,111.1,1,13.193,0.026,12.739,0.028,12.669,0.027,2.568285714,2.318,-1.7711,-3.0905,-1.788
J184132.52+075617.8,280.3855377,7.9382892,0.1287,0.1654,0.0421,38.8985967,5.798137,282.0154611,30.9454175,2806.264,3006.679,14.313,0.057,19,1.91E+00,14.626,0.084,13,1.13E+00,12.242,0.444,2.4,1.04E+00,9.125,0.532,2,8.57E-01,1.36E+00,2,0,0,0.001,0,0,0,280.3861165,7.9397959,0.2369,0.4044,0.1543,-1958,703,1967,364,4.51E+00,1.34E+00,1.05E+00,8.48E-01,2.36E+00,3Y563,0,0,21nn,AACC,15,11,28,29,22,29,0,15,0,15,28.622,29.467,15.42,15.214,965929593,0.509,116.1,1,15.061,0.044,14.52,0.057,14.397,0.097,0.379714286,-0.125,-1.736,-2.4571,0.084
J184047.91+080025.1,280.1996353,8.0069801,0.0849,0.0794,-0.0081,38.8773251,5.9934971,281.8080882,31.0291352,3288.107,3186.947,13.745,0.036,30.4,2.31E+00,13.759,0.045,23.9,1.13E+00,12.229,null,0.9,9.79E-01,8.805,null,0.4,1.00E+00,1.47E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,nnnn,AAUU,3,11,28,28,28,28,0,15,0,15,29.795,29.716,16.852,16.853,1059001984,0.147,-107.3,1,14.258,0.036,13.76,0.042,13.775,0.063,1.601285714,0.959,-1.8664,-2.9197,-0.77
J184038.53+080030.5,280.1605632,8.0084786,0.0825,0.0849,-0.0168,38.8612346,6.0287559,281.7632307,31.0338031,3389.399,3190.986,13.972,0.036,30.1,4.50E+00,14.208,0.055,19.7,1.24E+00,12.656,null,-3.4,9.02E-01,8.992,null,-1.1,8.81E-01,2.16E+00,2,1,0,0,0,0,0,280.1605677,8.008492,0.0817,0.086,-0.0154,-68,124,463,138,6.08E+00,1.48E+00,9.02E-01,8.84E-01,2.74E+00,3N002,0,1,nnnn,AAUU,3,11,28,28,28,28,0,16,0,16,28.548,28.584,16.951,17.152,508014405,0.261,119.4,1,14.797,0.036,14.242,0.049,14.08,0.063,-0.629571429,0.427,-2.3274,-3.1007,-0.748
J184040.05+080021.4,280.1669013,8.0059574,0.075,0.0763,-0.0093,38.8617968,6.0220153,281.7702897,31.0307762,3372.976,3184.366,14.052,0.033,32.5,1.78E+00,14.097,0.05,21.8,9.66E-01,12.746,null,0,9.07E-01,8.906,null,0.6,9.72E-01,1.21E+00,1,0,0,0,0,0.005,0,280.1669008,8.0059543,0.0806,0.0826,0.006,-16,135,-81,145,1.78E+00,9.67E-01,9.07E-01,9.72E-01,1.21E+00,1N000,0,0,10nn,AAUU,3,11,28,28,28,28,0,16,0,16,28.576,28.678,16.92,16.664,508014430,0.467,27.1,1,14.711,0.04,14.327,0.055,14.187,0.071,2.433285714,0.9136,-1.9069,-2.8517,-0.949
J184116.39+075620.2,280.3183303,7.9389606,0.0569,0.0569,-0.0107,38.8691875,5.8579295,281.9381833,30.9516343,2980.535,3008.567,13.845,0.026,41.3,5.05E+00,14.112,0.042,26,1.54E+00,12.686,null,-3.5,9.18E-01,9.137,null,-1.2,1.22E+00,2.48E+00,1,0,0,0,0,0,0,280.31832,7.9389596,0.0611,0.0617,-0.012,-358,108,-22,117,5.03E+00,1.54E+00,9.18E-01,1.22E+00,2.47E+00,1N000,0h00,1,20nn,AAUU,3,11,29,29,29,29,0,16,0,16,31.121,31.568,16.378,16.634,965929599,0.505,48.3,1,14.786,0.039,14.141,0.057,13.901,0.074,0.425428571,0.765,-2.3555,-3.463,-0.874
J184128.55+075900.3,280.3689876,7.9834192,0.0914,0.0982,-0.0088,38.9317503,5.8330297,282.0008106,30.9917594,2849.092,3124.864,14.187,0.042,25.9,2.36E+00,14.257,0.057,19,1.07E+00,12.617,null,-1.5,1.01E+00,8.938,null,0.4,9.66E-01,1.46E+00,1,0,0.001,0,0,0,0,280.3689883,7.9834276,0.1001,0.1076,0.0104,20,152,248,171,2.36E+00,1.07E+00,1.01E+00,9.66E-01,1.46E+00,1N000,0,0,21nn,AAUU,3,11,30,30,30,30,0,16,0,16,30.376,30.53,16.964,16.919,965929959,0.368,-160.4,1,14.858,0.049,14.421,0.065,14.202,0.073,0.907428571,0.531,-2.2015,-2.8864,-0.66
J184124.18+081013.3,280.3507838,8.1703627,0.0645,0.067,-0.0069,39.0916104,5.9329592,281.998072,31.179555,2895.897,3614.332,13.598,0.03,36.4,2.06E+00,13.777,0.042,25.6,1.16E+00,12.454,null,-1.6,8.85E-01,9.131,null,-1.2,1.04E+00,1.38E+00,1,0,0,0.001,0,0,900,280.3507818,8.1703638,0.0679,0.0689,-0.0035,-77,98,31,102,2.06E+00,1.16E+00,8.85E-01,1.04E+00,1.38E+00,1N000,hh0D,0,11nn,AAUU,3,11,30,30,30,30,0,16,0,16,29.912,30.274,16.302,16.109,965931414,0.019,97.7,1,14.496,0.032,13.834,0.032,13.691,0.055,2.709428571,1.099,-2.0854,-3.281,-0.977
J184129.16+080440.6,280.3715156,8.0779698,0.0547,0.0558,-0.0072,39.0178317,5.8731935,282.0129438,31.08577,2842.352,3372.402,12.789,0.027,39.9,1.55E+00,12.861,0.033,32.9,1.28E+00,12.658,null,-0.5,9.81E-01,9.086,null,-1.4,1.07E+00,1.27E+00,1,0,0,0,0,0,0,280.3715109,8.0779755,0.0566,0.0578,-0.0043,-177,67,242,71,1.51E+00,1.28E+00,9.81E-01,1.07E+00,1.27E+00,1N000,0,0,10nn,AAUU,3,11,28,28,28,28,0,15,0,15,29.09,29.406,15.789,15.683,965930730,0.153,44.9,1,13.625,0.027,13.039,0.026,12.893,0.037,3.724428571,1.714,-2.0437,-3.353,-2.097
J184120.76+081453.4,280.3365398,8.2481762,0.0549,0.0531,-0.0104,39.1551976,5.9804346,281.9892434,31.2582741,2932.638,3818.077,13.229,0.025,42.8,3.25E+00,13.292,0.036,29.8,1.12E+00,11.927,null,1.7,8.79E-01,8.455,null,1.7,9.40E-01,1.74E+00,1,0,0,0,0,0,0,280.3365299,8.2481838,0.0726,0.0615,-0.0078,-310,97,230,89,3.22E+00,1.12E+00,8.79E-01,9.40E-01,1.73E+00,2N000,h000,1,10nn,AAUU,3,11,29,29,29,29,0,16,1,16,31.519,31.595,16.96,16.737,965932039,0.168,161.2,1,13.815,0.027,13.417,0.021,13.347,0.039,2.431714286,1.56,-1.6661,-2.5997,-0.935
J184104.10+081334.6,280.2670881,8.2262904,0.0869,0.0943,-0.0173,39.1045568,6.0320786,281.9069915,31.2421835,3112.649,3760.936,13.951,0.037,29.6,1.84E+00,14.189,0.068,16,1.26E+00,12.164,null,0.6,8.97E-01,9.085,null,-0.6,1.07E+00,1.35E+00,2,1,0,0,0,0,0,280.2670934,8.2263449,0.0917,0.0954,-0.0247,-224,136,326,145,4.25E+00,1.47E+00,8.98E-01,1.07E+00,2.18E+00,2N016,0h00,0,nnnn,AAUU,3,11,27,27,27,27,1,15,0,15,27.156,27.703,15.142,15.517,1059003878,0.071,-152.6,1,14.519,0.042,14.122,0.051,13.863,0.051,1.964,0.038,-1.822,-3.193,-0.275
J184129.07+081142.5,280.371133,8.1951407,0.1503,0.1601,-0.0431,39.1229558,5.9260597,282.0239575,31.2025618,2843.112,3679.163,14.948,0.058,18.7,1.93E+00,15.356,0.156,7,9.83E-01,12.609,null,-0.8,9.20E-01,8.788,null,-0.3,7.98E-01,1.27E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0h00,0,nnnn,ABUU,3,11,24,27,8,27,0,13,0,13,30.208,30.412,15.248,16.366,965931603,0.224,80.5,1,15.527,0.076,15.037,0.104,14.914,0.141,0.316857143,-0.5833,-2.0196,-2.8577,0.447
J184146.48+081505.0,280.4436968,8.2514106,0.1393,0.1617,-0.0542,39.2058876,5.8870823,282.1131761,31.2525976,2654.982,3826.361,14.775,0.058,18.6,1.77E+00,14.886,0.098,11.1,1.13E+00,12.586,0.495,2.2,1.04E+00,8.487,null,1.2,1.03E+00,1.30E+00,2,1,0,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,nnnn,AACU,7,11,29,29,19,29,0,16,0,16,29.186,29.865,15.961,15.911,965990259,0.918,-166.1,1,15.531,0.095,14.996,0.103,14.69,0.134,0.459571429,-0.315,-1.768,-2.79,0
J184109.30+080322.0,280.2887504,8.0561255,0.1037,0.1094,-0.0161,38.9612661,5.9366486,281.9154722,31.0708264,3056.947,3315.384,14.338,0.045,24.2,1.44E+00,14.589,0.07,15.6,9.99E-01,12.521,0.518,2.1,9.16E-01,8.864,null,0.5,1.06E+00,1.14E+00,1,0,0,0,0,0,0,280.288731,8.0561296,0.1194,0.1284,-0.0127,-374,194,114,212,1.43E+00,9.96E-01,9.16E-01,1.06E+00,1.14E+00,2N001,dh00,0,21nn,AACU,7,11,29,29,26,29,0,15,0,15,30.553,30.608,16.105,16.376,1059002412,0.078,4.2,1,15.296,0.054,14.611,0.074,14.249,0.072,1.588571429,0.2613,-1.6533,-2.957,-0.232
J184101.57+080515.2,280.2565692,8.0875792,0.0844,0.087,-0.0185,38.9751757,5.9792297,281.8814364,31.1048113,3140.284,3397.81,14.269,0.037,29.6,3.11E+00,14.439,0.06,18,9.67E-01,12.027,0.292,3.7,9.15E-01,9.248,null,-0.4,1.15E+00,1.69E+00,1,0,0,0,0,0,0,280.2565526,8.0875964,0.1269,0.1161,-0.0173,-441,209,417,202,3.10E+00,9.58E-01,9.15E-01,1.15E+00,1.69E+00,2N000,Ph00,1,n1nn,AABU,7,11,30,30,28,30,0,15,0,15,29.823,29.944,15.049,15.459,1059002673,1.315,-43.5,1,15.357,0.059,14.722,0.082,14.515,0.097,0.692,0.5334,-1.4521,-3.229,0.112
J184125.12+075747.8,280.3546818,7.9633032,0.4879,0.6411,0.0781,38.90729,5.8366698,281.982385,30.9728958,2886.224,3072.225,16.833,0.202,5.4,1.65E+00,16.993,null,-3.8,9.69E-01,12.592,0.537,2,9.97E-01,8.492,null,1.3,1.02E+00,1.21E+00,1,0,0,0,0,0.005,0,280.3549984,7.9639696,0.4343,0.375,0.2567,4499,1482,10069,715,1.53E+00,9.96E-01,9.94E-01,1.02E+00,1.17E+00,1N094,0,0,0nnn,BUCU,5,11,11,30,0,30,0,16,1,16,32.48,32.384,18.986,18.599,null,null,null,0,null,null,null,null,null,null,-1.306142857,-1.6487,-1.747,-2.76,2.101
J184037.60+080805.5,280.1566915,8.1348725,0.09,0.0907,-0.0192,38.9731373,6.0888176,281.7708626,31.1600861,3399.014,3521.907,14.623,0.036,30,1.78E+00,14.938,0.085,12.8,1.36E+00,12.58,null,-1.4,8.13E-01,8.823,null,0.5,9.46E-01,1.31E+00,1,0,0,0,0,0,0,280.1566885,8.1348947,0.1037,0.1014,-0.0223,65,221,666,228,1.76E+00,1.35E+00,8.13E-01,9.46E-01,1.31E+00,1N002,0,0,00nn,AAUU,3,11,27,27,16,27,0,15,0,15,28.386,28.567,14.979,14.874,508013328,0.579,27.7,1,14.87,0.045,14.589,0.069,14.496,0.081,2.082142857,-0.376,-1.9878,-2.846,0.058
J184044.31+080956.3,280.1846561,8.1656666,0.0862,0.0875,-0.0158,39.0132958,6.0778638,281.8060623,31.1885037,3326.439,3602.443,14.144,0.037,29.3,1.94E+00,14.185,0.055,19.8,9.44E-01,11.843,null,2,9.83E-01,8.96,null,-0.7,9.16E-01,1.28E+00,1,0,0,0.002,0,0,900,280.1846579,8.1656731,0.0954,0.095,-0.0218,49,157,215,162,1.94E+00,9.43E-01,9.83E-01,9.16E-01,1.28E+00,1N000,0,0,00nn,AAUU,3,11,28,28,28,28,0,14,0,14,29.365,29.589,15.301,15.547,1059003338,0.539,-91.8,1,14.792,0.05,14.337,0.063,14.266,0.078,1.813142857,0.7361,-1.733,-3.0562,0.042
J184047.31+081059.7,280.1971472,8.1832646,0.199,0.2141,-0.0544,39.0346882,6.0746931,281.8221604,31.2050248,3294.012,3648.479,15.429,0.073,14.8,1.63E+00,16.524,0.306,3.5,1.07E+00,12.403,null,-0.9,1.01E+00,8.971,null,-0.7,9.49E-01,1.22E+00,1,0,0,0,0,0,0,280.1971408,8.1832782,0.2897,0.3018,-0.0833,-122,565,308,590,1.63E+00,1.07E+00,1.01E+00,9.49E-01,1.22E+00,1N000,0,0,1nnn,ABUU,3,11,21,27,2,27,0,14,0,14,29.756,29.679,14.975,15.773,1059003476,0.874,56.7,1,16.067,0.086,15.516,0.142,15.097,0.143,0.052714286,-1.023,-2.1205,-3.0886,1.821
J184033.33+080748.1,280.1388759,8.1300407,0.1247,0.1301,-0.0292,38.9608473,6.1024209,281.7498599,31.156715,3445.204,3509.314,14.972,0.047,22.9,2.79E+00,15.398,0.141,7.7,1.18E+00,12.68,null,-1.9,9.12E-01,8.91,null,-1.4,8.47E-01,1.59E+00,1,0,0,0,0,0,0,280.138841,8.1300884,0.1801,0.179,-0.0424,-698,344,978,351,2.77E+00,1.18E+00,9.12E-01,8.47E-01,1.58E+00,1N000,hh00,0,4nnn,ABUU,3,11,26,27,8,27,0,14,0,15,28.553,28.271,14.943,14.85,508013372,0.505,-25.9,1,15.571,0.062,15.231,0.107,14.989,0.117,0.051857143,-0.706,-2.1493,-3.1272,0.418
J184031.82+080332.4,280.1326245,8.0590082,0.1051,0.1084,-0.0172,38.8941934,6.0761306,281.7358695,31.0864264,3461.655,3323.366,15.073,0.04,26.8,2.40E+00,15.408,0.107,10.1,1.21E+00,12.579,null,-0.5,9.47E-01,8.392,null,1.9,9.84E-01,1.51E+00,1,0,0,0,0,0,0,280.1326316,8.0590018,0.1304,0.1311,-0.0279,161,300,-152,309,2.40E+00,1.21E+00,9.47E-01,9.84E-01,1.51E+00,1N000,0,0,3nnn,AAUU,3,11,28,28,6,28,0,15,1,15,29.319,29.565,14.988,15.159,508013954,0.336,-10.1,1,16.099,0.104,15.611,0.16,15.396,0.185,1.003,-0.501,-2.0095,-2.6037,0.529
J184149.84+080452.2,280.4576872,8.0811693,0.0393,0.0371,-0.0039,39.0591654,5.7983718,282.1125261,31.0817949,2618.976,3380.644,10.355,0.024,46.2,1.67E+00,10.38,0.021,52,1.09E+00,10.626,0.085,12.7,9.72E-01,9.015,null,0.4,1.06E+00,1.24E+00,1,0,0,0,0,0,0,280.4576872,8.0811702,0.04,0.0378,-0.0038,10,39,26,38,1.66E+00,1.09E+00,9.72E-01,1.06E+00,1.24E+00,1N000,0,0,100n,AAAU,7,11,29,29,29,29,12,16,0,16,28.709,29.536,15.97,15.778,965991558,0.19,-141.5,1,10.838,0.023,10.554,0.026,10.458,0.025,4.503428571,3.813,-0.3841,-2.977,-2.546
J184114.65+080740.1,280.3110828,8.1278278,0.038,0.0363,0.0037,39.0356719,5.9490255,281.9481622,31.1404443,2998.886,3503.055,10.821,0.023,47.2,1.83E+00,10.903,0.02,54.1,1.37E+00,10.863,0.11,9.8,9.47E-01,9.051,null,-0.3,1.09E+00,1.40E+00,1,0,0,0,0,0,0,280.3110837,8.1278279,0.0413,0.0419,-0.0105,27,42,2,43,1.83E+00,1.36E+00,9.47E-01,1.09E+00,1.40E+00,1N000,0h00,0,000n,AABU,7,11,29,29,29,29,9,15,0,14,30.622,30.638,16.237,15.86,965931112,0.161,40.2,1,12.097,0.024,11.199,0.022,10.969,0.025,4.487285714,3.742,-0.722,-3.148,-2.26
J184114.57+081411.8,280.3107293,8.2366305,0.0484,0.0447,-0.0096,39.1333108,5.9980974,281.9583412,31.2488986,2999.542,3787.905,11.727,0.025,43.6,1.84E+00,11.821,0.025,42.6,1.48E+00,11.645,0.258,4.2,8.28E-01,8.735,null,0.7,9.35E-01,1.38E+00,2,0,0,0,0,0,0,280.3107278,8.2366324,0.0589,0.052,-0.0193,-48,57,68,54,1.82E+00,1.49E+00,8.28E-01,9.35E-01,1.37E+00,2N000,0,0,00nn,AABU,7,11,30,30,30,30,2,16,0,17,30.569,30.611,16.977,16.752,965931941,0.173,-18.4,1,12.502,0.029,11.97,0.032,11.837,0.027,3.964,2.478,-1.303,-2.7951,-2.124
J184142.82+081416.8,280.4284411,8.2380078,0.0493,0.0495,-0.0045,39.1870396,5.8945709,282.0942581,31.240515,2694.532,3791.295,12.222,0.026,41.5,2.23E+00,12.318,0.027,40.1,1.15E+00,12.638,0.528,2.1,9.28E-01,9.142,null,-0.3,1.02E+00,1.45E+00,2,1,0,0,0,0,0,280.4284397,8.2380126,0.0493,0.0493,-0.0051,-59,54,124,56,3.71E+00,1.32E+00,9.39E-01,1.02E+00,1.99E+00,1N001,0,0,nnnn,AACU,7,11,30,30,30,30,0,15,0,16,29.443,29.59,16.014,15.867,965990365,0.122,33.6,1,13.131,0.03,12.529,0.021,12.371,0.029,3.274,2.556,-1.6656,-3.082,-2.62
