designation,ra,dec,clon,clat,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,w3mpro,w3sigmpro,w3snr,w3rchi2,w4mpro,w4sigmpro,w4snr,w4rchi2,nb,na,w1sat,w2sat,w3sat,w4sat,pmra,sigpmra,pmdec,sigpmdec,cc_flags,ext_flg,var_flg,ph_qual,moon_lev,w1nm,w1m,w2nm,w2m,w3nm,w3m,w4nm,w4m,tmass_key,r_2mass,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass,dist,angle
J202215.51+410316.7,305.5646440,41.0546590,20h22m15.51s,41d03m16.77s,0.1460,0.1533,-0.0440,13.496,0.059,18.4,1.131E+00,13.435,0.084,12.9,8.570E-01,10.070,null,0.7,1.871E-01,7.127,null,1.4,1.457E+00,3,1,0.000,0.000,0.000,0.005,238,138,-304,149,ddd0,0,nnnn,AAUU,0000,48,48,46,48,0,19,0,18,305440570,0.364,16.861,null,14.948,0.085,14.111,0.075,1182.447196,327.260427
J202437.12+403522.8,306.1546744,40.5896834,20h24m37.12s,40d35m22.86s,0.1045,0.1045,-0.0265,14.011,0.046,23.6,1.408E+00,14.370,0.064,17.0,1.459E+00,11.646,null,-0.7,1.367E+00,6.665,null,-0.3,3.418E-01,1,0,0.000,0.001,0.000,0.000,135,981,138,526,0000,0,31nn,AAUU,0000,49,49,31,49,1,19,0,19,305646254,0.346,17.881,null,15.423,0.114,14.855,0.127,1182.794682,124.987778
J202434.30+403439.4,306.1429180,40.5776240,20h24m34.30s,40d34m39.45s,0.0783,0.0805,-0.0205,13.118,0.044,24.6,1.097E+01,12.683,0.047,23.1,5.404E+00,7.179,0.038,28.4,1.486E+01,4.896,0.071,15.2,2.740E+00,1,0,0.000,0.000,0.000,0.000,319,62,-164,63,0000,1,2100,AAAA,0000,48,48,48,48,19,19,19,19,305646353,1.097,15.790,0.074,14.983,0.074,14.565,0.109,1182.802349,127.604680
J202159.76+403232.8,305.4990203,40.5424518,20h21m59.76s,40d32m32.83s,0.0578,0.0564,-0.0061,12.658,0.028,38.8,4.486E+00,12.644,0.033,33.0,1.719E+00,10.335,0.179,6.1,8.384E-01,8.092,0.390,2.8,6.379E-01,1,0,0.000,0.000,0.000,0.000,12,78,110,75,00h0,1,210n,AABC,0000,43,43,43,43,16,20,2,20,305444481,0.446,15.389,0.052,13.822,0.046,13.174,0.037,1182.955226,224.149949
J202129.55+405015.4,305.3731259,40.8376137,20h21m29.55s,40d50m15.41s,0.0520,0.0511,0.0011,12.304,0.027,39.8,2.975E+00,12.286,0.028,38.3,1.511E+00,10.154,0.102,10.7,1.041E+00,8.609,0.502,2.2,8.408E-01,2,0,0.000,0.000,0.000,0.000,81,59,-112,58,0000,0,121n,AAAC,0000,45,45,45,45,20,20,0,20,305427979,0.092,14.211,0.027,13.137,0.021,12.644,0.026,1182.958596,280.481920
J202127.97+404601.7,305.3665621,40.7671595,20h21m27.97s,40d46m01.77s,0.0552,0.0690,0.0307,12.618,0.034,32.4,2.405E+00,12.684,0.034,31.8,2.122E+00,11.162,null,-5.0,1.219E+00,6.985,null,-0.9,8.513E-01,2,1,0.000,0.000,0.000,0.000,378,47,156,52,0000,0,nnnn,AAUU,0000,41,41,41,41,0,0,0,19,305427431,0.075,13.305,0.032,12.901,0.038,12.727,0.034,1182.970540,268.142933
J202333.99+410559.7,305.8916505,41.0999176,20h23m34.00s,41d05m59.70s,0.1049,0.1076,-0.0206,13.972,0.047,23.0,1.624E+00,13.927,0.060,18.0,1.239E+00,12.478,null,-6.6,8.798E-01,9.091,0.451,2.4,1.118E+00,1,0,0.000,0.000,0.000,0.000,-66,115,182,119,0000,0,00nn,AAUC,0000,65,65,64,65,0,29,2,30,305631235,0.523,18.000,null,15.495,0.119,14.493,0.096,1183.099362,12.103187
J202144.69+405729.7,305.4362372,40.9582513,20h21m44.70s,40d57m29.70s,0.2072,0.2215,-0.0671,13.442,0.386,2.8,2.395E-01,13.227,0.201,5.4,5.745E-01,8.167,0.060,18.1,4.367E+00,5.131,0.093,11.7,1.653E+00,4,1,0.000,0.000,0.000,0.000,10805,248,-1709,279,0000,1,nnnn,CBAA,0000,17,48,38,48,22,22,22,23,null,null,null,null,null,null,null,null,1183.217055,303.248730
J202444.82+403746.8,306.1867541,40.6296727,20h24m44.82s,40d37m46.82s,0.1149,0.1153,-0.0219,14.042,0.045,24.2,1.625E+00,14.359,0.134,8.1,9.672E-01,12.241,null,-0.7,7.201E-01,8.518,null,-8.7,1.938E+00,1,0,0.000,0.001,0.000,0.000,-10,176,276,162,000H,0,31nn,ABUU,0000,54,54,44,54,0,19,0,19,305723873,0.096,15.006,0.040,14.324,0.046,14.095,0.073,1183.376431,116.817792
J202155.19+410003.7,305.4799810,41.0010548,20h21m55.20s,41d00m03.80s,0.0556,0.0541,-0.0086,12.284,0.027,40.0,1.614E+01,12.042,0.035,30.6,5.341E+00,7.428,0.052,21.0,8.314E+00,4.701,0.093,11.7,2.592E+00,1,0,0.000,0.000,0.000,0.001,229,43,97,43,0000,1,2212,AAAA,0000,50,50,50,50,23,23,23,23,305440916,0.653,15.858,0.079,14.092,0.044,13.385,0.044,1183.525946,312.682618
J202210.27+403050.9,305.5427986,40.5141653,20h22m10.27s,40d30m51.00s,0.0455,0.0433,0.0058,12.100,0.023,46.4,2.847E+00,12.123,0.026,42.0,1.480E+00,10.617,0.138,7.9,7.499E-01,8.763,null,-0.6,1.298E+00,1,0,0.000,0.000,0.000,0.000,48,49,-129,48,0hh0,0,100n,AABU,0000,40,40,40,40,15,19,0,19,305444696,0.181,14.976,0.036,13.274,0.030,12.606,0.027,1183.528678,216.531120
J202451.18+404041.1,306.2132772,40.6781096,20h24m51.19s,40d40m41.19s,0.0421,0.0428,-0.0131,12.095,0.054,19.9,1.318E+01,11.062,0.032,34.1,2.603E+01,5.541,0.015,70.2,7.915E+01,1.941,0.018,59.7,1.155E+02,2,0,0.000,0.000,0.000,0.000,319,40,2559,40,0hdh,3,033n,AAAA,0000,55,55,55,55,19,19,19,19,null,null,null,null,null,null,null,null,1183.562657,107.666563
J202203.29+403154.8,305.5137093,40.5318926,20h22m03.29s,40d31m54.81s,0.0995,0.1011,-0.0232,14.453,0.040,27.1,1.664E+00,14.580,0.080,13.6,9.995E-01,11.441,0.416,2.6,7.637E-01,8.326,null,-1.0,6.863E-01,1,0,0.000,0.000,0.000,0.000,-161,235,-361,246,0Oh0,0,1nnn,AACU,0000,41,42,25,42,0,19,0,19,305444568,0.324,16.286,0.113,15.164,0.100,14.624,0.118,1183.715693,221.471502
J202242.74+410539.2,305.6780884,41.0942298,20h22m42.74s,41d05m39.23s,0.0612,0.0615,-0.0119,13.452,0.031,35.5,3.885E+00,16.860,null,-26.3,8.794E+00,10.750,null,-31.2,2.087E+01,6.693,null,-3.7,3.177E+00,1,0,0.000,0.001,0.000,0.000,-166,85,-255,85,00hd,1,1nnn,AUUU,0000,52,52,2,52,0,1,2,8,305531925,0.539,17.505,null,15.244,0.102,14.239,0.084,1183.740510,343.745934
J202436.37+403509.0,306.1515592,40.5858477,20h24m36.37s,40d35m09.05s,0.1543,0.1680,-0.0445,14.020,0.085,12.7,1.434E+00,13.916,0.119,9.1,9.051E-01,9.346,0.062,17.5,3.352E+00,6.261,null,1.8,1.270E+00,3,1,0.000,0.000,0.000,0.000,502,143,-1134,147,0000,1,nnnn,ABAU,0000,49,49,43,49,14,19,0,19,305646286,1.313,16.850,0.152,15.197,0.095,14.641,0.116,1183.910863,125.771448
J202235.81+410513.5,305.6492118,41.0870930,20h22m35.81s,41d05m13.53s,0.1954,0.2020,-0.0614,12.260,0.085,12.7,1.609E+00,11.914,0.102,10.6,1.092E+00,7.027,0.182,6.0,8.956E-01,4.691,0.105,10.4,7.790E+00,3,0,0.000,0.000,0.000,0.000,-215,98,125,100,00h0,1,0036,AABA,0000,51,51,51,51,20,20,19,19,305531883,0.670,15.633,0.056,13.895,0.038,13.226,0.037,1184.004778,339.754632
J202340.45+402744.0,305.9185615,40.4622306,20h23m40.45s,40d27m44.03s,0.0374,0.0375,0.0065,8.788,0.023,48.2,2.144E+00,8.835,0.020,53.7,2.322E+00,8.855,0.076,14.3,7.567E-01,8.032,null,-1.3,1.620E+00,2,1,0.000,0.000,0.000,0.000,-43,29,57,31,0000,0,nnnn,AAAU,0000,46,46,46,46,20,20,0,20,305625979,0.275,11.309,0.021,9.748,0.018,9.185,0.016,1184.023700,164.110448
J202230.75+410450.7,305.6281284,41.0807603,20h22m30.75s,41d04m50.74s,0.0480,0.0525,-0.0129,12.316,0.030,35.7,4.386E+01,13.802,0.047,23.0,2.432E+00,7.850,0.020,55.5,1.881E+01,5.357,0.244,4.5,6.525E-01,3,0,0.000,0.000,0.000,0.000,-1254,52,-864,53,0000,1,2141,AAAB,0000,48,49,47,49,19,19,18,18,null,null,null,null,null,null,null,null,1184.127764,336.774263
J202128.42+404435.8,305.3684528,40.7432989,20h21m28.43s,40d44m35.88s,0.0757,0.0744,-0.0151,13.178,0.034,31.7,1.461E+00,13.155,0.044,24.8,1.170E+00,9.984,null,1.6,2.626E-01,7.048,0.189,5.8,1.728E+00,2,0,0.000,0.000,0.000,0.000,-70,78,-70,78,0000,0,22nn,AAUB,0000,43,43,43,43,0,20,3,20,305427249,0.322,14.252,0.029,13.676,0.038,13.440,0.046,1184.154427,263.976607
J202137.90+403816.4,305.4079462,40.6378896,20h21m37.91s,40d38m16.40s,0.0735,0.0723,-0.0088,13.734,0.032,34.3,1.756E+00,14.052,0.058,18.6,1.559E+00,10.103,0.134,8.1,9.058E-01,6.872,null,-1.7,3.883E-01,1,0,0.000,0.000,0.000,0.000,226,100,-294,101,0000,0,100n,AABU,0000,44,44,41,44,19,20,0,20,305426442,0.236,16.035,null,15.018,0.083,14.201,0.080,1184.300684,244.800794
J202454.29+405038.1,306.2262107,40.8439259,20h24m54.29s,40d50m38.13s,0.0699,0.0685,-0.0111,13.714,0.032,34.2,3.355E+00,13.781,0.048,22.6,1.381E+00,11.658,null,-3.2,7.804E-01,8.826,null,-2.9,9.268E-01,1,0,0.000,0.000,0.000,0.000,-183,96,62,98,0000,1,21nn,AAUU,0000,64,64,64,64,0,26,0,27,305725536,0.520,16.434,0.118,14.893,null,14.102,null,1184.301076,78.410734
J202354.12+410447.1,305.9755124,41.0797633,20h23m54.12s,41d04m47.15s,0.1424,0.1359,-0.0254,14.121,0.060,18.0,1.357E+00,14.076,0.073,14.8,1.025E+00,11.246,null,-0.4,7.198E-01,8.825,null,0.4,1.070E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,P000,0,nnnn,AAUU,0000,57,57,53,57,0,20,0,20,305631088,0.398,17.080,null,15.575,0.134,14.606,0.107,1184.332579,23.682768
J202240.27+410531.5,305.6677943,41.0920924,20h22m40.27s,41d05m31.53s,0.0407,0.0443,-0.0143,11.089,0.038,28.8,2.321E+00,11.227,0.068,15.9,8.433E-01,11.562,null,-93.1,4.104E+01,6.511,null,1.5,7.618E+00,2,0,0.000,0.000,0.000,0.000,93,60,-60,57,00h0,1,30nn,AAUU,0000,51,51,51,51,0,0,3,18,305531906,0.249,14.035,0.026,12.295,0.021,11.549,0.018,1184.567038,342.344755
J202250.91+402723.1,305.7121326,40.4564331,20h22m50.91s,40d27m23.16s,0.0440,0.0414,0.0054,11.837,0.023,46.9,1.932E+00,11.967,0.026,42.4,2.317E+00,12.070,null,-18.7,2.194E+00,7.988,null,-1.0,1.278E+00,1,0,0.000,0.000,0.000,0.000,-107,44,28,44,00DD,0,01nn,AAUU,0000,46,46,46,46,0,0,0,18,305526622,0.161,12.514,0.021,12.027,0.021,11.900,0.021,1184.581808,191.751775
J202414.63+410231.7,306.0609751,41.0421650,20h24m14.63s,41d02m31.79s,0.0805,0.0781,-0.0159,13.310,0.033,32.5,3.450E+00,13.485,0.061,17.8,1.140E+00,9.968,null,-2.1,1.735E-01,6.986,null,-1.7,2.912E-01,1,0,0.000,0.000,0.000,0.000,-239,89,148,88,00d0,1,20nn,AAUU,0000,53,53,51,53,0,0,0,20,305642689,1.462,15.143,0.045,14.224,0.052,13.895,0.064,1184.678987,36.702472
J202133.97+404001.8,305.3915662,40.6671915,20h21m33.98s,40d40m01.89s,0.1290,0.1256,-0.0257,14.251,0.052,20.8,6.300E+00,14.506,0.089,12.2,1.861E+00,11.340,null,-4.4,7.626E-01,6.257,null,-2.3,3.151E-01,1,0,0.000,0.000,0.000,0.000,-144,168,-236,167,0000,1,00nn,AAUU,0000,54,54,39,53,0,15,0,31,305426674,0.770,16.076,0.083,14.827,0.065,14.389,0.092,1184.888691,250.344925
J202231.75+402830.5,305.6322936,40.4751531,20h22m31.75s,40d28m30.55s,0.0527,0.0512,-0.0054,12.358,0.026,41.5,1.330E+01,12.340,0.029,37.2,3.891E+00,11.944,null,-2.7,7.481E-01,8.156,0.395,2.7,9.955E-01,1,0,0.000,0.000,0.000,0.000,70,54,-45,54,00HH,1,33nn,AAUC,0000,43,43,43,43,0,19,0,19,305526761,0.217,14.415,0.042,13.354,0.041,12.956,0.035,1184.907081,202.834980
J202406.24+402951.3,306.0260045,40.4975863,20h24m06.24s,40d29m51.31s,0.0843,0.0829,-0.0187,13.132,0.038,28.8,1.297E+00,13.159,0.049,22.1,1.138E+00,10.300,0.112,9.7,1.032E+00,8.040,null,0.0,1.118E+00,2,1,0.000,0.000,0.000,0.000,233,75,-85,76,0000,0,nnnn,AABU,0000,50,50,50,50,17,22,0,22,305646973,0.352,16.691,0.137,14.616,0.050,13.763,0.053,1184.928691,148.556453
J202328.25+402712.5,305.8677155,40.4534855,20h23m28.25s,40d27m12.55s,0.0546,0.0538,-0.0062,13.591,0.027,39.6,3.934E+00,13.612,0.033,32.7,1.801E+00,9.532,0.063,17.2,3.826E+00,6.101,0.077,14.0,4.346E+00,1,0,0.000,0.000,0.000,0.000,98,84,-51,86,0000,1,2112,AAAA,0000,46,46,46,46,21,21,20,21,305625902,1.066,15.677,0.053,14.699,0.072,14.089,0.070,1184.931852,171.021610
J202456.30+404733.5,306.2346125,40.7926457,20h24m56.31s,40d47m33.52s,0.0637,0.0629,-0.0109,13.461,0.033,33.3,7.258E+00,13.707,0.033,32.8,1.652E+00,12.349,null,-10.1,1.062E+00,9.115,null,-5.3,1.039E+00,1,0,0.000,0.000,0.000,0.000,103,92,39,94,0hH0,1,30nn,AAUU,0000,56,56,55,56,0,11,0,19,305725123,1.384,16.292,0.121,14.764,0.068,14.231,0.082,1185.157019,87.416358
J202228.10+410438.6,305.6171114,41.0774063,20h22m28.11s,41d04m38.66s,0.0738,0.0726,-0.0131,12.669,0.032,34.0,1.711E+00,13.327,0.062,17.6,3.296E+00,9.532,0.109,10.0,8.862E+00,6.563,null,-0.1,3.942E-01,1,0,0.000,0.000,0.000,0.000,-52,62,-128,62,0000,1,211n,AAAU,0000,48,48,47,48,16,16,1,18,305531819,0.158,15.497,0.055,13.885,0.036,13.226,0.038,1185.325644,335.215949
J202456.42+404638.4,306.2351020,40.7773497,20h24m56.42s,40d46m38.46s,0.0416,0.0422,0.0085,5.647,0.155,7.0,1.848E-01,5.606,0.026,41.2,3.910E+00,5.623,0.017,64.6,9.182E-01,5.576,0.054,20.1,1.106E+00,1,0,0.195,0.684,0.000,0.000,294,36,545,36,00h0,1,0310,BAAA,0000,53,53,23,27,19,19,19,19,305724992,0.157,7.829,0.023,6.427,0.016,5.901,0.018,1185.560531,90.078986
J202434.48+405852.2,306.1436678,40.9811697,20h24m34.48s,40d58m52.21s,0.0641,0.0632,-0.0116,12.915,0.031,34.9,1.848E+00,12.968,0.036,30.1,1.101E+00,10.797,0.137,7.9,1.018E+00,8.765,null,-0.9,1.078E+00,1,0,0.000,0.000,0.000,0.000,11,96,25,84,0000,0,211n,AABU,0000,58,58,58,58,9,21,0,21,305643135,0.588,13.919,0.028,13.409,0.033,13.240,0.039,1185.603866,51.933855
J202412.71+410248.8,306.0529655,41.0469066,20h24m12.71s,41d02m48.86s,0.2764,0.2852,-0.0816,14.432,0.123,8.8,1.441E+00,14.798,0.143,7.6,1.099E+00,10.366,null,-4.5,3.719E-01,7.989,null,-6.8,4.406E-01,1,0,0.000,0.000,0.000,0.000,180,263,-210,270,0000,0,1nnn,BBUU,0000,49,53,13,53,0,0,0,20,null,null,null,null,null,null,null,null,1185.608458,35.366637
J202453.35+404159.5,306.2223219,40.6998877,20h24m53.36s,40d41m59.60s,0.0409,0.0389,0.0073,10.644,0.023,47.7,1.736E+00,10.738,0.022,48.8,1.646E+00,11.541,null,0.3,7.067E-01,7.496,null,0.5,4.471E-01,1,0,0.000,0.000,0.000,0.000,-16,34,81,34,00hH,0,11nn,AAUU,0000,52,52,52,52,0,19,0,19,305724395,0.103,12.451,0.022,11.346,0.018,10.973,0.017,1185.756231,103.691728
J202156.75+410025.8,305.4864643,41.0071923,20h21m56.75s,41d00m25.89s,0.1039,0.1058,-0.0225,13.442,0.046,23.8,1.737E+00,13.592,0.056,19.4,1.059E+00,10.707,0.281,3.9,1.335E+00,6.370,null,1.4,2.315E+00,1,0,0.000,0.000,0.000,0.000,312,225,-295,105,0000,0,22nn,AABU,0000,49,49,46,49,2,22,1,22,305440877,0.572,14.547,0.034,13.839,0.040,13.808,0.065,1185.789809,314.044889
J202406.42+410336.1,306.0267652,41.0600458,20h24m06.42s,41d03m36.16s,0.2700,0.2702,-0.0793,15.056,0.095,11.4,1.172E+00,15.520,0.271,4.0,8.924E-01,10.450,null,-1.1,2.174E-01,7.252,0.263,4.1,8.330E-01,1,0,0.000,0.000,0.000,0.000,28,358,-275,364,0000,0,2nnn,ABUB,0000,44,56,4,56,0,17,4,20,null,null,null,null,null,null,null,null,1185.855166,31.238183
J202157.36+403255.8,305.4890086,40.5488549,20h21m57.36s,40d32m55.88s,0.0622,0.0605,-0.0092,12.568,0.030,35.9,1.402E+00,12.498,0.033,32.5,1.304E+00,10.716,null,0.0,2.850E-01,8.457,null,-4.6,6.290E-01,1,0,0.000,0.000,0.000,0.000,-19,63,-82,62,00h0,0,21nn,AAUU,0000,42,42,42,42,0,20,0,20,305444438,0.159,15.288,0.047,13.656,0.031,12.905,0.031,1185.905960,225.875802
J202453.74+405114.5,306.2239325,40.8540460,20h24m53.74s,40d51m14.57s,0.1237,0.1040,0.0247,14.563,0.047,23.3,3.198E+00,15.714,0.137,7.9,2.536E+00,11.842,null,-10.3,1.599E+00,8.730,null,-6.9,1.279E+00,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,1,nnnn,ABUU,0000,63,64,8,64,0,1,0,27,305725607,0.170,16.872,0.177,15.364,0.109,14.513,0.103,1185.939158,76.625695
J202205.72+410200.2,305.5238557,41.0334119,20h22m05.73s,41d02m00.28s,0.1344,0.1444,-0.0548,14.282,0.109,10.0,1.646E+00,14.088,0.083,13.0,1.060E+00,8.834,0.047,23.3,2.419E+00,7.073,0.463,2.3,3.707E-01,2,1,0.000,0.000,0.000,0.000,-318,364,-279,776,0000,0,nnnn,AAAC,0000,46,47,33,47,19,19,1,18,null,null,null,null,null,null,null,null,1186.050920,320.747393
J202259.09+402706.0,305.7462236,40.4516885,20h22m59.09s,40d27m06.08s,0.1590,0.1534,-0.0357,13.984,0.065,16.7,2.874E+00,14.019,0.117,9.3,9.824E-01,11.731,null,-2.0,7.226E-01,6.405,0.087,12.5,3.741E+00,2,0,0.000,0.000,0.000,0.000,-138,162,-3,167,00hh,1,20n1,ABUA,0000,48,48,36,48,0,21,19,22,305547026,0.706,15.394,0.052,14.491,0.061,14.142,0.078,1186.163868,187.162371
J202447.68+403848.6,306.1986783,40.6468553,20h24m47.68s,40d38m48.68s,0.1143,0.1163,-0.0301,13.870,0.050,21.5,4.487E+00,14.434,0.078,14.0,2.047E+00,12.459,null,-13.2,1.261E+00,7.271,null,-1.5,2.239E+00,1,0,0.000,0.000,0.000,0.000,-77,137,-236,140,00DH,1,20nn,AAUU,0000,55,55,39,55,0,5,1,18,305723999,1.232,16.820,null,15.077,0.076,14.321,0.089,1186.289457,113.439520
J202233.75+402819.7,305.6406538,40.4721486,20h22m33.76s,40d28m19.73s,0.0965,0.0961,-0.0223,13.669,0.041,26.4,7.343E+00,13.626,0.054,20.0,2.075E+00,12.052,null,-1.0,7.134E-01,6.712,0.267,4.1,9.696E-01,2,0,0.000,0.000,0.000,0.000,-338,131,-722,131,00Hh,1,11n0,AAUB,0000,44,44,44,44,0,19,9,19,305526734,1.088,16.068,0.102,14.968,0.098,14.430,0.108,1186.307432,201.613152
J202413.85+403047.7,306.0577137,40.5132575,20h24m13.85s,40d30m47.73s,0.0939,0.0917,-0.0172,13.469,0.042,26.0,1.764E+00,13.420,0.051,21.3,1.203E+00,11.005,0.376,2.9,5.669E-01,7.082,0.247,4.4,6.453E-01,1,0,0.000,0.000,0.000,0.000,-219,152,-27,159,0000,0,31nn,AACB,0000,50,50,50,50,3,22,2,22,305646857,0.438,15.860,0.064,14.427,0.046,13.988,0.064,1186.311418,143.552639
J202202.93+410133.9,305.5122157,41.0260854,20h22m02.93s,41d01m33.91s,0.2058,0.2277,-0.0686,15.346,0.152,7.2,1.073E+00,15.457,0.244,4.5,9.066E-01,8.476,0.063,17.2,4.008E+00,7.094,null,-1.1,1.871E+00,1,0,0.000,0.000,0.000,0.000,1931,654,470,1158,0000,1,0n0n,BBAU,0000,34,48,5,48,20,20,1,19,null,null,null,null,null,null,null,null,1186.475581,318.758930
J202216.80+410330.8,305.5700100,41.0585632,20h22m16.80s,41d03m30.83s,0.0428,0.0409,0.0074,10.819,0.024,46.2,1.668E+00,10.800,0.023,46.6,1.454E+00,9.875,null,1.3,2.030E-01,6.389,0.098,11.1,2.769E+00,1,0,0.000,0.000,0.000,0.002,47,36,29,35,ddd0,0,33n0,AAUA,0000,48,48,48,48,0,19,17,18,305531703,0.256,13.254,0.021,11.812,0.019,11.211,0.017,1186.504955,328.219715
J202427.44+403302.9,306.1143348,40.5508083,20h24m27.44s,40d33m02.91s,0.0554,0.0513,-0.0073,11.740,0.026,41.7,1.576E+00,11.720,0.032,34.4,1.331E+00,10.918,null,0.9,8.934E-01,7.928,null,-0.7,1.505E+00,2,1,0.000,0.000,0.000,0.000,-63,41,-190,40,0000,0,nnnn,AAUU,0000,50,50,50,50,1,21,1,21,305646570,0.088,13.774,0.024,12.534,0.022,12.052,0.021,1186.760077,133.611542
J202356.27+402848.2,305.9844780,40.4800790,20h23m56.27s,40d28m48.28s,0.1561,0.1650,-0.0530,13.957,0.062,17.4,2.496E+00,14.071,0.129,8.4,9.851E-01,11.126,0.246,4.4,1.022E+00,6.891,0.173,6.3,9.950E-01,2,1,0.002,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,ABBB,0000,48,48,44,48,4,21,3,21,305626131,1.871,16.261,null,15.455,0.140,15.139,0.165,1186.821405,154.839783
J202430.55+405948.1,306.1273256,40.9967016,20h24m30.56s,40d59m48.13s,0.0717,0.0592,-0.0295,12.119,0.032,34.3,2.052E+00,12.211,0.037,29.2,1.557E+00,11.296,null,-5.0,7.362E-01,7.890,null,-2.7,7.956E-01,2,1,0.000,0.000,0.000,0.000,null,null,null,null,0000,0,nnnn,AAUU,0000,54,54,54,54,0,6,0,19,305643024,0.140,12.464,0.023,12.247,0.031,12.223,0.022,1186.992480,48.485283
J202349.83+402816.6,305.9576282,40.4712808,20h23m49.83s,40d28m16.61s,0.1550,0.1525,-0.0368,14.116,0.058,18.7,1.773E+00,14.307,0.119,9.1,1.120E+00,11.475,null,0.5,8.222E-01,6.911,0.216,5.0,9.569E-01,1,0,0.000,0.000,0.000,0.000,21,357,51,170,0000,0,10nn,ABUB,0000,47,47,34,47,0,20,6,20,305626048,0.545,15.773,0.071,14.931,0.077,14.568,0.105,1187.085370,158.705061
J202147.23+405818.7,305.4468104,40.9718636,20h21m47.23s,40d58m18.71s,0.8623,0.8796,-0.2539,15.179,0.361,3.0,5.151E-01,14.804,null,0.6,5.182E-01,9.738,null,0.8,1.327E-01,6.548,0.205,5.3,2.011E+00,1,0,0.000,0.000,0.000,0.000,678,605,1246,614,0000,0,nnn0,CUUB,0000,18,49,0,49,1,24,18,24,null,null,null,null,null,null,null,null,1187.172681,305.988771
J202253.68+402714.3,305.7236705,40.4539910,20h22m53.68s,40d27m14.37s,0.0624,0.0606,-0.0100,12.325,0.030,36.7,2.783E+00,12.343,0.036,29.7,1.322E+00,11.815,null,-11.5,1.710E+00,7.343,null,-3.5,8.835E-01,1,0,0.000,0.000,0.000,0.000,129,58,-177,57,0hHH,0,10nn,AAUU,0000,48,48,48,48,0,0,0,20,305547004,0.666,15.148,null,13.559,0.037,12.874,0.034,1187.233806,190.171937
J202456.53+404717.4,306.2355768,40.7881747,20h24m56.54s,40d47m17.43s,0.0551,0.0539,-0.0054,12.748,0.032,34.2,8.199E+00,12.796,0.026,41.6,2.164E+00,12.197,null,-7.6,8.777E-01,8.843,null,-5.5,9.350E-01,2,0,0.000,0.000,0.000,0.000,-94,65,-169,70,hhH0,1,41nn,AAUU,0000,55,55,55,55,0,16,0,19,305725080,0.616,15.918,0.083,13.979,null,13.300,null,1187.247720,88.197614
J202132.22+404053.7,305.3842521,40.6816049,20h21m32.22s,40d40m53.78s,0.0957,0.0941,-0.0233,14.374,0.044,24.5,2.862E+00,14.243,0.052,21.0,1.372E+00,10.693,null,-2.2,3.319E-01,8.395,null,-1.1,7.182E-01,1,0,0.000,0.000,0.000,0.000,-299,170,199,168,00d0,0,32nn,AAUU,0000,53,53,46,53,0,13,0,31,305426789,0.707,16.889,0.172,15.641,0.130,14.901,0.133,1187.283123,253.028466
J202230.02+402836.3,305.6250927,40.4767775,20h22m30.02s,40d28m36.40s,0.0552,0.0538,-0.0050,12.193,0.027,40.6,1.055E+01,12.220,0.032,34.3,3.485E+00,11.307,0.342,3.2,6.869E-01,8.251,0.534,2.0,8.709E-01,2,0,0.000,0.000,0.000,0.000,-162,55,106,55,00hH,1,22nn,AABC,0000,43,43,43,43,2,19,0,19,305526765,0.256,13.285,0.022,12.623,0.019,12.416,0.025,1187.306404,203.821771
J202200.32+403220.6,305.5013592,40.5390584,20h22m00.33s,40d32m20.61s,0.0501,0.0476,-0.0064,12.393,0.024,44.7,2.297E+01,12.442,0.029,37.0,5.861E+00,10.204,0.165,6.6,8.368E-01,7.593,0.358,3.0,5.974E-01,1,0,0.000,0.000,0.000,0.000,1999,72,-924,70,00h0,1,210n,AABC,0000,43,43,43,43,19,20,2,20,305444514,2.197,15.078,0.042,14.011,0.043,13.455,0.047,1187.380411,223.518504
J202455.11+405004.8,306.2296257,40.8346840,20h24m55.11s,40d50m04.86s,0.0633,0.0620,-0.0062,13.085,0.031,34.8,2.536E+00,13.124,0.035,30.8,1.454E+00,11.682,null,-0.8,5.234E-01,8.272,null,0.7,7.056E-01,1,0,0.000,0.000,0.000,0.000,102,66,43,68,oO00,0,2nnn,AAUU,0000,63,63,63,63,0,26,0,26,305725454,0.703,14.310,0.036,13.547,null,13.411,null,1187.396431,80.073245
J202449.02+403922.1,306.2042786,40.6561415,20h24m49.03s,40d39m22.11s,0.0394,0.0396,-0.0062,12.104,0.028,39.1,4.858E+00,12.048,0.031,35.3,1.777E+00,9.566,0.034,32.1,2.571E+00,3.824,0.009,118.7,1.442E+03,3,0,0.000,0.000,0.000,0.000,-2252,45,-1334,46,00dH,3,531n,AAAA,0000,54,54,54,54,19,19,15,15,305724053,0.962,15.359,null,13.688,0.046,12.943,0.041,1187.426426,111.665525
